@relation TrainingData

@attribute text string
@attribute class {FAKE, REAL}

@data
"America gives Grand Piano to horse", FAKE
"America's Trump supporters may be lured to Florida and walled in by US government to maintain peaceful transfer of power after election.", FAKE
"Future Diwali celebrations to be organized by ISIS!", FAKE
"Exploding E-Cigarette Engulfs Man in Flames on CCTV Footage", FAKE
"Obama Says Terrorists Seek Legitimacy by Using Religious Tie", REAL
"Vermont fights the opioid epidemic by limiting prescribed painkillers", FAKE
"The Pitfalls of Partial Disclosure – Examining the Process of Disclosure and the Reasons why a String of Half-Truths Just Won’t Cut It", FAKE
"Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology", FAKE
"High Court Ruling Against Gay Marriage Would Produce 'Chaos'", REAL
"Fight night in Las Vegas: High stakes for Trump, Clinton and Chris Wallace", REAL
"Jake Tapper: Where were U.S. leaders in Paris march?", REAL
"NEW WIKILEAK : Top Clinton Operative Believes “BLACK VOTERS ARE STUPID” – TruthFeed", FAKE
"Pope Francis’ address to Congress: what it means for six Catholic lawmakers (+video)", REAL
"The plight of the bitter nerd: Why so many awkward, shy guys end up hating feminism", REAL
"The Dangers Of Romantic Love", FAKE
"Shift in Cuba politics boosts Obama, challenges Rubio", REAL
"Belgian Terrorists Had Police Uniforms", REAL
"Clinton campaign blames FBI director for loss to Trump", FAKE
"THE RIG IS IN: CROOKED HILLARY’S CROOKED VOTING MACHINES", FAKE
"Lavrov and Kerry discuss Syrian settlement", FAKE
"Trumpocalypse & 5 Ridiculously Outdated Assumptions Every Statist Makes", FAKE
"Can't say under God at Hilary speech!?!??!??", FAKE
"Top five donors to Clinton campaign are Jewish", FAKE
"Florida Once Again a Focus in 2016 Campaign", REAL
"Debate over the Cleveland Indians’ Mascot", FAKE
"What is the goal of the Progressive Movement: to gain power or to give it away?", FAKE
"This is a dishonest campaign: 17 Hillary Clinton memes the media just won’t stop pushing — or factcheck", REAL
"Dems Try to Slander Comey After He Re-Opens Hillary Investigation, Then THIS VIDEO Surfaces", FAKE
"Bishop Williamson on Putin, Putin’s Meeting with Pope Francis, and the Fr. Gruner-Russian Meeting", FAKE
"Protester charged with shooting officers in Ferguson", REAL
"Gaming Obamacare", REAL
"Martha MacCallum: It's Donald Trump's moment. And this is how we got here, America", REAL
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation", FAKE
"Trump says GOP opposition to him 'taking advantage of our country'", REAL
"Why Donald Trump is beating Fox News -- and GOP rivals", REAL
"#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie [VIDEO]", FAKE
"Marco Rubio Ends Bid after Losing His Home State", REAL
"American Woman In Bikini Desecrates French Catacombs For Her “Female Indiana Jones” Brand", FAKE
"Rubio, Cruz, Christie Improve Their Standing In Third GOP Debate", REAL
"Armstrong: Stop Trying to Make Temple Attacks About Race", FAKE
"White House Makes Trade Pitch, With Focus on Moderates", REAL
"GOP governors are on the fast track to nowhere: Jindal, Christie & Kasich aren’t long for this world", REAL
"Are you shitting me !! A dindu flavor 24 - 'Jack Bauer??", FAKE
"Terror attack over, 147 dead at Kenya university", REAL
"Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies", FAKE
"Rand Paul drops out of White House race", REAL
"Tens of Thousands of People Just Got Fooled By FAKE Ballot Without Trump’s Name On It", FAKE
"A Mormon Reader Says Most Mormons Will Still Back Trump", FAKE
"Texas troopers to ask drivers their race following investigation", REAL
"U.S. provides options for drawdown of forces in Afghanistan amid ISIS fears", REAL
"Exclusive: New Jeb Bush Super PAC ad uses Paris, San Bernardino images", REAL
"4 Things To Watch At The First Presidential Debate", REAL
"The Dark Agenda Behind Globalism And Open Borders", FAKE
"Hillary Clinton speech to attack Donald Trump's 'dangerous' foreign policy plans", REAL
"Have You Heard? Scientists Now Growing Human Ears From Apples", FAKE
"Paintings 'almost no one else seemed to be doing'", FAKE
"How Hedonistic Game Became The Gateway To Virtuous Truths", FAKE
"Rudy Giuliani's fall from America's Mayor", REAL
"6 Natural Herbs To Prevent Mental Disorders", FAKE
"Fact-checking the first Clinton-Trump presidential debate", REAL
"Pardon Power: The Obamamometer’s Options", FAKE
"Gun control becomes a litmus test in Democratic primaries", REAL
"Megyn Kelly interrogates Tom Cotton on Iran letter: “What’s the point in writing to the Iranian mullahs?”", REAL
"Ryan so far proves he can 'make the sausage,' but he'll likely be serving a much different House party in 2016", REAL
"Ancient Sumerian Writings Reveal The Earth Was Ruled By Eight Immortal Kings For 241,200 Years", FAKE
"Clinton media campaign follows BuzzFeed model", REAL
"Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine", FAKE
"Claire McCaskill Accuses Marco Rubio Of Shirking Principles On Immigration", REAL
"Lawmakers caught in battle between House ethics cops", REAL
"On Mass Media and its Perceived Prerogatives", FAKE
"Strategic Culture", FAKE
"Sorry Jeb, 'anchor babies' is a slur", REAL
"'Charlie' draws historic crowd, world leaders to Paris", REAL
"Radio Derb Transcript For October 21 Up: The Magic Bricks Of PS 199, Et Cetera", FAKE
"Hillary visits voters early polling stations, thus BREAKING THE LAW on camera – yet again nothing happens to her", FAKE
"Turkish PM says deadly attacks likely were suicide bombings", REAL
"Conservatives fear leaders soft on Obamacare", REAL
"US officials scanning terror databases in search for Paris attack suspects", REAL
"Progressive Hypocrisy On Tolerance BRUTALLY Exposed", FAKE
"Hawaii’s $205M ObamaCare system on life support, critics fear ‘complete waste’", REAL
"Get Ready For A Likely Market Crash After Election [Video w/ Transcript]", FAKE
"Markets PANIC Over Trump Victory As FBI Reopens Hillary Email Probe | Harvey Organ", FAKE
"30th Infantry Division: “Work Horse of the Western Front” ~ 1951 US Army, The Big Picture TV-211", FAKE
"President-Elect Donald Trump must ensure continued efforts toward a Palestinian state", FAKE
"Iranian Military Commander Claims Rogue Nation Sending Elite Fighter’s to Infiltrate the US and Europe", FAKE
"Democratic Party Leaders, Bernie Sanders Spar Over Nevada Convention Chaos", REAL
"World Markets Rally with Glee After Hillary Email Dismissal", FAKE
"Why Gingrich could be the ideal running mate for Trump", REAL
"Shame to waste Corbyn on a snap election, says May", FAKE
"Court rejects Obama immigration plan. Executive abuse of power?", REAL
"If you use Facebook to get your news, please — for the love of democracy — read this first", REAL
"GOP Power Rankings: Kasich gets a boost", REAL
"Barack Obama Marks 50th Anniversary Of 'Bloody Sunday' With Powerful Speech In Selma", REAL
"SOME FLA. RESIDENTS PLAN ARMED TRICK-OR-TREATING AFTER CREEPY CLOWN THREATS", FAKE
"As Sanders refuses to bow out, Millennials urge him to keep fighting", REAL
"Russia Has Shot From 124th to 40th in 'Ease of Doing Business'", FAKE
"We Came, We Saw, He Died: How Gaddafi Was Hunted And Ruthlessly Killed", FAKE
"Pentagon: No Plan ‘So Far’ For US Troops to Enter Mosul", FAKE
"Joe Biden in 1992: No nominations to the Supreme Court in an election year", REAL
"3 winners and 2 losers from Sunday night's Democratic presidential debate", REAL
"Re: Early Voting Results In Key Battleground States Appear To Favor Donald Trump", FAKE
"Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes", FAKE
"The Iran Deal and the Cost of Political Polarization | RealClearPolitics", REAL
"Will the anti-Clinton revolt among American elites gain momentum?", FAKE
"26 WikiLeaks bombshells on Hillary you need to know", FAKE
"Whether Clinton or Trump, Tensions Will Escalate with China and Russia Under Next U.S. President", FAKE
"‘Super PAC’ Gets Early Start on Pushing for a 2016 Clinton Campaign", REAL
"The Daily 202: Why blocking Obama’s pick to replace Scalia could cost Republicans their Senate majority", REAL
"Manny Pacquiao's Son Dead? Report Says Jimuel Pacquiao Dies Of Asthm Complications - Morning News USA", FAKE
"Former ‘Apprentice’ contestant accuses Trump of groping her during job meeting", REAL
"Clinton in the final stretch: winning over anti-Trump contingent may be best play", REAL
"In the United States, anxiety is up, but crime is down", REAL
"Trump says Cruz’s Canadian birth could be ‘very precarious’ for GOP", REAL
"Russia plans to test elements of new nuclear engine on ISS", FAKE
"Boulder bash: Trump may rip Carson, but the pressure is on Jeb", REAL
"How 2016 became the fact-check election", REAL
"Comment on Seattle council member proposes a MASSIVE fee hike for pot shops by Steven Broiles", FAKE
"Trump Campaign Says Hillary Supporter Tried Assassinating Trump – It Was A Republican With A Poster", FAKE
"China’s Growing Amphibious Capabilities (two-parts video report)", FAKE
"Robert Durst on HBO’s ‘The Jinx': I ‘killed them all.’", REAL
"Clinton campaign scrambles to defend Rust Belt against Trump", REAL
"US Calls On Saudi Arabia To End Airstrikes Against Yemen", FAKE
"Clinton ‘appalled’ by effort to recoup veterans’ bonuses", FAKE
"‘Mentally Ill’ Officer: Give Me Back My Gun", REAL
"SC Gov. Nikki Haley Announces She’s Voting For Donald Trump", FAKE
"Cruz dominates, Trump falls short again as more states pick delegates", REAL
"How the election battle shapes up", FAKE
"How Putin Derailed the West   : Information", FAKE
"Obama at Prayer Event: Christians did terrible things, too", REAL
"Teens walk free after gang-rape conviction", FAKE
"Why the drop in income inequality?", REAL
"Syria conflict: Food rations run out in rebel-held Aleppo", FAKE
"Comment on Democrats should ask Clinton to step aside by Toby", FAKE
"Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals", REAL
"Russia is Hoarding Gold at an Alarming Rate — The Next World War Will Be Fought with Currencies", FAKE
"NO jail time for Muslim migrant who DUMPED BABY in road and left it for dead", FAKE
"Questions Re Kim DotCom and Wikileaks", FAKE
"BLOOMBERG-BACKED PENNSYLVANIA ATTORNEY GENERAL SENTENCED TO 10-23 MONTHS IN PRISON", FAKE
"Liberal pundits blame Debbie Wasserman Schultz, not Bernie Sanders, for Democrats’ division", REAL
"Revelation Unleashed: Unlocking The Mysteries Of The Bible’s Most Mysterious Book", FAKE
"Food mixology: When eaten together, these foods can boost health", FAKE
"Kerry marks opening of US Embassy in Havana, critics rip 'diplomacy for show'", REAL
"Comment on 500 Year Old Map Was Discovered That Shatters The “Official” History Of The Planet by 500 Year Old Map Discovered Shatters The Official History Of The Human Race", FAKE
"The Surprising Voting Rights Issue Both Democrats and Republicans Support", REAL
"ACLU Threatens War Against President Trump", FAKE
"Trump's Election Marks the End of Liberal Capitalism", FAKE
"Starbucks ‘Unity’ Cup Draws Criticism - The Onion - America's Finest News Source", FAKE
"New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source", FAKE
"Tech” Malaise Pricks San Francisco Office Space Bubble", FAKE
"Can’t quit Mitt: Friends say Romney feels nudge to consider a 2016 presidential run", REAL
"Russia or the Neocons: Who endangers American democracy? | OffGuardian", FAKE
"Meet the journalist facing 45 years in jail for filming the tar sands pipeline protest in North Dakota", FAKE
"Obama Will Address Hillary’s Email Scandal on First Ever ‘Fox News Sunday’", REAL
"Supreme Court Rules Obamacare Subsidies Are Legal", REAL
"The Myth of the McMahon Line", FAKE
"Sanders calls Trump 'political coward' over voter suppression report", FAKE
"May puts nation on high-poppy alert", FAKE
"What Happens If Trump Refuses To Concede Election - The Onion - America's Finest News Source", FAKE
"Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks", FAKE
"Comment on If Clinton Goes Down, Loretta Lynch Will Go Down With Her by Truth Detector", FAKE
"DOJ: Guardsman, cousin charged with supporting ISIL", REAL
"Watch: Donald Trump is showing a side of the GOP that party leaders don't want you to see", REAL
"Trump The President: What Does That Mean For The World? - CounterCurrents.org", FAKE
"Hillary Clinton doesn't need to choose between a reassuring campaign and progressive policies", REAL
"Why the GOP Primary Could Be Even Crazier Than You Think", REAL
"Profits & Profiteers – Big Banks, Price Fixing, Profiteering – 30% Price Hike -Poor Farmers – 1940s", FAKE
"Series of powerful earthquakes including 6.0 magnitude strikes central Italy", FAKE
"Obama Pushes Castro on Human Rights During Joint Conference", REAL
"Super Tuesday II: Clinton sweeps Florida, Illinois, Ohio and North Carolina, Rubio quits after Trump wins Florida", REAL
"Wreckage in wake of bungled House coup", REAL
"Kasich: Voters Are ‘Starting to Pay Attention’", REAL
"‘McCarthyism’ Rides Again. And It's Again Poisoning the Foundations of a Free Society in the US - Justin Raimondo", FAKE
"Why are celebs staying silent about politics? Esquire editor answers own question by naming and shaming", FAKE
"Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation", FAKE
"Senators Seek ‘Living Wage’ for Capitol Hill Contractors", REAL
"Russia and Turkey Now Sharing Intelligence Data", FAKE
"US economy added 223,000 jobs in April", REAL
"Kentucky clerk still won't issue same-sex marriage licenses", REAL
"North Dakota Police Arrest Over 140 Pipeline Protesters", FAKE
"The US knows LGBTQ immigrants are often raped in detention. It puts them there anyway.", REAL
"FACT CHECK: Bernie Sanders And Whether Poor Americans Vote", REAL
"Assassination attempt at Reno Trump rally?", FAKE
"Who reckons this might not be a legit iPhone charger?", FAKE
"Trump triumphs: Two big takeaways after The Donald wins New York", REAL
"There’s Toxic Air In Your Home and This Is You Can Get Rid of It Naturally", FAKE
"Sanders has gotten nastier. Does it help explain his staying power?", REAL
"Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com", FAKE
"Obama vetoes GOP attempt to repeal Obamacare", REAL
"Glenn Reynolds: Don't be a sucker for socialism", REAL
"Currency Crisis: Alasdair MacLeod On The Vexed Question of the Dollar", FAKE
"Planned Parenthood fallout: Why it's unfair to blame abortion opponents", REAL
"Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters: Report", FAKE
"Sanders focuses on gun violence, immigration as 13,000 attend Arizona rally", REAL
"BREAKING: White House Abandons TPP & TTIP", FAKE
"Poll: Hillary Clinton ahead in 5 potential match-ups - Politics.com", REAL
"Chris Christie says debt-free college is 'wrong'", REAL
"Q&A: key questions about EgyptAir flight MS804", REAL
"Have there been 353 mass shootings this year — or just 4?", REAL
"President Obama's persistent and puzzling passivity on terrorism", REAL
"Exclusive: Siege of Islamabad", FAKE
"VIDEO : FBI SOURCES SAY INDICTMENT LIKELY FOR CLINTON – TruthFeed", FAKE
"Law enforcement took more stuff from people than burglars did last year", REAL
"GUEST POST: Why I’m Exceptional & Indispensable – by Hillary Clinton - Rob Slane", FAKE
"Clinton crime family must be taken down... ARREST THEM ALL: Clinton, Podesta, Abedin, Lynch, Mook, Stephanopoulos and all the co-conspirators", FAKE
"Obama Authorizes Deploying Up To 450 More Troops To Iraq", REAL
"Parents Of American Woman Held By ISIS Say They Have Been Notified Of Her Death", REAL
"Wendy Kennedy on being a channel for The 9th Dimensional Pleiadian Collective [VIDEO]", FAKE
"Hillary’s Aide Vanishes After WikiLeak Corruption Scandal Huma Life in Danger", FAKE
"Scott Walker and questioning Obama’s faith", REAL
"Clinton makes history, declares win in Democratic race", REAL
"Cleveland police are out of control, say the feds. Now they're making a deal to change.", REAL
"OPINION: Both sides of abortion debate need to talk more honestly", REAL
"Trump Willing to Meet N.Korea's Kim, Wants to Renegotiate Paris Climate Accord", REAL
"More Reports Of Votes Flipping From Trump To Clinton In Texas ….election Officials Dismiss Concerns… An Ongoing Cbs4 Voter Fraud Investigation Finds People Voting Twice", FAKE
"Stocks Pump'n'Dump As Crude Crumbles To 3-Week Lows", FAKE
"Democratic debate: 5 takeaways", REAL
"Is Trump winning? The future of America depends on a few states", FAKE
"FEC head under fire for women’s forum ‘stacked’ with Dems", REAL
"House GOP leaders desperate to avoid shutdown", REAL
"ObamaCare: Things Fall Apart", FAKE
"Peter Thiel On Trump", FAKE
"FBI Plan B fails: Clinton to be next president", FAKE
"Supreme Court rules gay couples nationwide have a right to marry", REAL
"The Middle East Crises Trump Inherits Could Still Suck Him in", FAKE
"What does Rick Perry have?", REAL
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked", FAKE
"Trump launches 1st TV ad, as 2016 candidates barnstorm Iowa, NH", REAL
"Russia’s Syria intervention may force choice on Obama: Act or yield", REAL
"Europeans have no future - Putin on Migrant Crisis [Video]", FAKE
"The Fear of Being Gay in Russia", REAL
"Mitt Romney Fans Speculation Over Another White House Run", REAL
"The Genocide of Indigenous Peoples in North America and Palestine-Israel - American Herald Tribune", FAKE
"Donald Trump is blatantly racist — and the media is too scared to call him out on it", REAL
"Why the latest Patriot Act reform won’t be enough to rein in the NSA", REAL
"Will Hillary Accept Defeat?", FAKE
"Shady accounting underpins Trump’s wealth", REAL
"The Biggest Secret: How Reptilian-Human Hybrids Run Our World", FAKE
"Here’s What Clinton and Trump Must Do on the Debate Stage to Win the Night", REAL
"Thousands Of “Organic” Beauty Products Found Containing Banned Chemicals", FAKE
"Meet the Trump Truthers: Media figures insist bigoted Trump questioner was just a liberal plant", REAL
"The 8th Democratic Debate In 100 Words (And 4 Videos)", REAL
"Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling", REAL
"Expected wins for Clinton, Trump rivals in big Saturday balloting, but will it be enough?", REAL
"Black Female Attorney Demolishes anti-Trump White TV Anchors", FAKE
"Why the way we pick our VPs is terrible", REAL
"The Daily 202: Clinton and Trump cave to pressure", REAL
"Can Sanders rally supporters around Clinton after DNC email leak?", REAL
"Gen. Petraeus: Biggest threat to Iraq's stability is Iran-backed militias, not ISIS", REAL
"Rolling Stone debacle shows how hard, and needed, sex assault reporting is (+video)", REAL
"Party insiders give Clinton early, commanding delegate edge", REAL
"Russians deride choice of confusing 2018 World Cup mascot Zabivaka | Russia Beyond The Headlines", FAKE
"Suspected mastermind of Paris massacre killed in terror raid", REAL
"When the River Ran Red", FAKE
"Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General", REAL
"Florida Voters Approve Medical Marijuana, Reject Federal Prohibition", FAKE
"Planned Parenthood does damage control as GOP demands answers", REAL
"Soros-Linked Voting Machines Cause Concern over Rigged Election", FAKE
"AP FACT CHECK: Claims in the VP debate", REAL
"Iraqi Soldier Battling in Mosul Reunited with His Family After Two Years of Estrangement", FAKE
"Inside The Mind Of An FBI Informant, Terri Linnell Admits Role As Gov’t Snitch", FAKE
"Some Early Voters: Changing their Minds", FAKE
"GAY TRUMP SUPPORTERS getting death threats from gay people who support a candidate who receives multi-million dollar contributions from countries that execute gays", FAKE
"When Did the Democratic Party Become Such a Nervous Wreck?", REAL
"Trump replays Clinton 'woman card,' defends 'pull out' Middle East strategy", REAL
"‘UFO’ Spotted Over Vienna, Frightened Onlookers Call Police", FAKE
"Ex-Assistant FBI Director: Clintons Are a Crime Family", FAKE
"Black Agenda Report for Week of Oct 31, 2016", FAKE
"What divides America? This weekend, it was a Chicago street.", REAL
"EXCLUSIVE: UN sex abuse scandal: Secretary General Ban Ki-moon announces new inquiry", REAL
"Week of Donald Trump-Hillary Clinton feud a taste of things to come", REAL
"Media trumpeting Trump implosion, but is it real?", REAL
"Hillary’s #1 aide Huma Abedin: Undeniable ties to terrorists & 9/11 funders", FAKE
"Will Hillary Clinton lose the election because of the FBI email investigation?", REAL
"FBI Reopen Hillary Clinton Email Investigation, New Emails Found", FAKE
"The GOP’s establishment candidates begin aiming at each other", REAL
"‘Take The Money!!’: Emails Show How Clinton Campaign Manages Lobbyist Donations", REAL
"Rubio looks to April 13 Miami launch", REAL
"Only 3 Countries Left Without a ROTHSCHILD Central Bank", FAKE
"Hillary Clinton broke the rules: Our view", REAL
"Obama bans some military equipment sales to police", REAL
"Historic firsts fill evening at Democratic National Convention", REAL
"Hillary Clinton, FBI and the Real November Surprise", FAKE
"With Another Deadline Looming, Whispers Of Iran Nuclear Deal Emerge", REAL
"30 Civilians Die In US Airstrike Called ‘To Protect US and Afghan troops’", FAKE
"The attacks on George Stephanopoulos are getting the problem backward", REAL
"Jeb Bush has 'grave doubts' about Donald Trump in WH", REAL
"This is What Will Happen to Mosul After ISIS is Evicted", FAKE
"It Happened: Personal Notes From A Young Chicago Cubs Fan", FAKE
"BREAKING: Hillary’s State Department Spent $9.2 Million Hiring the Terrorists Who Attacked Americans in Benghazi", FAKE
"75% of Americans Think Biased U.S. Media – Not Foreign Interests Such As Russian Hackers – Real Threat To Fair Election - Russia News Now", FAKE
"Republican convention speakers: Ivanka, Newt", REAL
"What's the Answer to Political Polarization in the U.S.?", REAL
"Russia suggests joint engineering troops’ drills with India", FAKE
"News And Views From The Nefarium – November 3, 2016 [Video]", FAKE
"Vladimir Putin: The United States continues to sleep with al-Nusra", FAKE
"How Obama Abandoned Democracy in Iraq", REAL
"Berkeley Protesters Demanding Segregation Force White Students to Cross Creek in Woods to Go to Class", FAKE
"Radio Derb 10/28/16", FAKE
"House Votes To Repeal Affordable Care Act", REAL
"Hillary Clinton has a deep commitment.", FAKE
"43-Year-Old Can’t Get Over The Amount Of Kids In Local Night Club", FAKE
"Russia and Syria Warn About US Shifting ISIS from Mosul to Battle Assad", FAKE
"Ukraine Withdraws Forces After Fight Over Strategic City", REAL
"A 70-Year-Old Woman Gave Birth—And What You Should Know About It", FAKE
"Conservative watchdog group accuses Democrats of illegally coordinating through voter data firm", REAL
"Obama seeks to end sequester cuts, raise spending caps in budget plan", REAL
"The Boston Globe imagined how it would cover a President Donald Trump. It's horrifying.", REAL
"George And Laura Bush Celebrate Their 70th Birthdays | Daily Wire", FAKE
"Media turn blind eye to Hillary Clinton’s glaring mistakes", REAL
"Oathkeeper Chapter 8", FAKE
"There’s a good reason protesters at the University of Missouri didn’t want the media around", REAL
"Checking a claim that 'nobody did anything wrong' on Benghazi", REAL
"Fact Check: Was Planned Parenthood Started To 'Control' The Black Population?", REAL
"As Washington publically frets over storm, GOP worries about impact of Trump, Cruz on Hill majority", REAL
"As deadlines come and go, Puerto Rico's debt crisis grows (+video)", REAL
"Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes", FAKE
"Ying and Yang (the Gold and Silver Set-Up)", FAKE
"This smart, harmless pesticide patent could take down Monsanto and change the world", FAKE
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?", REAL
"Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology", FAKE
"A Tale of 2 Americas: Platforms Show World of Difference Between Dems, GOP", REAL
"Walker’s anti-union law has labor reeling in Wisconsin", REAL
"Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn", FAKE
"18 State Swat Team Drill In Prep for Backlash Against a Stolen Election", FAKE
"In rare foreign trip, Assad flies to Moscow to meet with Putin", REAL
"AP: Pence 'Beside Himself,' Wife Enraged Over Trump Remarks", REAL
"Ron Paul to Trump: Don't Listen to Neocons!", FAKE
"About Time! CNN Fires Donna Brazile for Rigging Debates, Giving Hillary Questions in Advance", FAKE
"The Dark Art of Political Intimidation", FAKE
"House GOP smells victory in budget battle", REAL
"This Irish TV channel killed their weather presenter for Halloween", FAKE
"As Cruz Crushes Caucuses, GOP Establishment Needs a Drink And A Hug", REAL
"Cruz's immigration gambit", REAL
"Koch-backed network aims to spend nearly $1 billion ahead of 2016 elections, may engage in GOP primaries", REAL
"Obamacare on the line at SCOTUS", REAL
"OCTOBER GUN SALES SEE MASSIVE SPIKE, SET YET ANOTHER RECORD", FAKE
"1 in 5 Americans say Hillary Clinton is “dishonest” or a “liar.” Here’s why that’s a big problem.", REAL
"Popular Health Exchange In Jeopardy After Surprise Republican Win", REAL
"In the battle against 'sleazy' media, why Trump keeps lapping Hillary", REAL
"WSJ Report Not About Black Rapists At Baylor, But Strictly About The White Guys Who Covered Up For Them", FAKE
"Why Scott Walker's supernova campaign burned out (+video)", REAL
"Donald Trump wasn’t so anti-Iraq war after all. Quelle surprise.", REAL
"The Next Big Shoe to Drop", FAKE
"“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win", REAL
"Los Angeles Times backs Clinton over Sanders", REAL
"Clinton Gets Back In The Game After Blowout Loss To Sanders In N.H.", REAL
"780 Palestinian homes razed in occupied W Bank's Area C in 2016", FAKE
"The GOP case against Loretta Lynch falls apart", REAL
"Obama Administration Mandate Ordering Sex Change Surgeries Is Challenged", FAKE
"Is Donald Trump Autistic?", FAKE
"Supreme Court Decides to Weigh in On Transgender Rights", FAKE
"Trump doctor’s letter: He takes cholesterol drug, is overweight but is in ‘excellent’ health", REAL
"Russia may run out of patience and respond to USA's rudeness", FAKE
"Obama on 'The Daily Show:' What happened to common conversation? (+video)", REAL
"How Last Night's Gary Johnson/William Weld CNN Town Hall Was a Disappointment in Libertarian Terms", REAL
"Exclusive: Foreign Isis Fighters Defend Mosul Frontline as Locals Flee", FAKE
"Clinton Goes After Republican Vote In Rare Fox News Interview", REAL
"Russia's countersanctions for Syria will hit the West below the belt", FAKE
"100,000 people have come to recent Bernie Sanders rallies. How does he do it?", REAL
"US Claims Four Arms Ships From Iran to Yemen Caught in Past 18 Months", FAKE
"Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe", REAL
"Jake Tapper to moderate 's first GOP debate", REAL
"GOP has a day of reckoning coming", FAKE
"Why Bernie Sanders's campaign makes me worry about how he’ll manage the White House", REAL
"Strong organization helps Cruz dominate Colorado delegate hunt", REAL
"Neil Armstrong: Their Ships Were Far Superior To Our -Boy, Where They Big", FAKE
"Top Iranian nuke negotiator ordered to stop screaming at Kerry", REAL
"Dem convention speeches Day 4: 's Reality Check Team vets the claims", REAL
"TRUMP SUPPORTER Whose Brutal Beating By Black Mob Was Caught On Video Asks: “What Happened To America?” [VIDEO]", FAKE
"McCain: Trump doesn't understand Syria", REAL
"Why Comey Reopened the Hillary Investigation (The real reasons)", FAKE
"IT BEGINS...", REAL
"2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected, 179 exposed", REAL
"2016 cash race: It's on", REAL
"Revealed: Several Ku Klux Klan Units Active in Germany", FAKE
"Ryan flexes muscles in Ways and Means showdown", REAL
"Voters Repudiate Clinton", FAKE
"2006 Audio Captures Hillary Clinton Proposing To Rig Palestine Election", FAKE
"Comment on Chicago Tribune: Hillary Clinton should drop her campaign to be POTUS by stevor", FAKE
"Romney tears into GOP for not criticizing Trump", REAL
"This Cursed Black Angel Statue KILLS Anyone Who Dares Touch It", FAKE
"U.S. Elections Shockwaves Hit Europe", FAKE
"Audio: Justice Scalia on black students at top schools", REAL
"Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose", FAKE
"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available", FAKE
"Michael Oliver – This Key Signal Will Indicate Liftoff For Gold & Silver And The Mining Stocks!", FAKE
"Obama To Limit Police Acquisition Of Some Military-Style Equipment", REAL
"Inside the Trump-Bush melodrama: Decades of tension and discomfort", REAL
"Sanders wins in Wisconsin, keeping alive his improbable bid for the nomination", REAL
"The delay over Loretta Lynch’s confirmation isn’t about bias", REAL
"Hillary’s inevitability lie: Why the media and party elites are rushing to nominate the weakest candidate", REAL
"It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.", REAL
"Comment on Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Paul Blake", FAKE
"Cruz announces Fiorina as choice for running mate", REAL
"Monsieur Malbrough est Mort | New Eastern Outlook", FAKE
"Ronald Reagan made it all worse: How Republicans — the real party with their hands out — convinced white America that government was out to get them", REAL
"Donald Trump Is Changing His Campaign Slogan to Prove He’s Not Racist", REAL
"North Dakota Pipeline: Cell Service Blacked Out As Violence Against Protesters Increases", FAKE
"Mitt Romney to give big speech on 2016 race. Joining #NeverTrump? (+video)", REAL
"The Real Reason the Antidepressant Industry Does Not Want Psychedelics Legalized", FAKE
"Hallowe'en - The Day of the Aos Si", FAKE
"Watch President Obama Full Speech on Donald Trump Win", FAKE
"WikiLeaks: Look Who The Clinton Camp Most Wants to Please", FAKE
"Iraq bans alcohol", FAKE
"Cheney Hates Trump, Endorses Him Anyway", REAL
